#BeginHeader,62,,,,,,,,
#FormatType,NR-500\NORMAL,,,,,,,,
#FormatVersion,R4.00.00,,,,,,,,
タイトル,,,,,,,,,
ユニット番号,MASTER,UNIT1,UNIT2,UNIT3,UNIT4,UNIT5,UNIT6,UNIT7,UNIT8
2022/7/4 10:28,73000,-20.56,-6.35,30.46,,,,,
2022/7/4 10:28,73000,-20.56,-6.35,30.46,,,,,
2022/7/4 10:28,73000,-20.58,-6.3,30.48,,,,,
2022/7/4 10:28,73000,-20.6,-6.3,30.48,,,,,
2022/7/4 10:28,73000,-20.6,-6.2,30.48,,,,,
2022/7/4 10:28,73000,-20.62,-6.2,30.48,,,,,
2022/7/4 10:28,73000,-20.62,-6.25,30.48,,,,,
2022/7/4 10:28,73000,-20.62,-6.25,30.5,,,,,
2022/7/4 10:28,73000,-20.66,-6.2,30.48,,,,,
2022/7/4 10:28,73000,-20.64,-6.2,30.48,,,,,
2022/7/4 10:28,73000,-20.66,-6.1,30.48,,,,,
2022/7/4 10:28,73000,-20.64,-6.1,30.48,,,,,
2022/7/4 10:28,73000,-20.64,-6.1,30.48,,,,,
2022/7/4 10:28,73000,-20.64,-6.1,30.46,,,,,
2022/7/4 10:28,73000,-20.62,-6.05,30.44,,,,,
2022/7/4 10:28,73000,-20.6,-6.1,30.42,,,,,
2022/7/4 10:28,73000,-20.58,-6.1,30.4,,,,,
2022/7/4 10:28,73000,-20.56,-6.1,30.38,,,,,
2022/7/4 10:28,73000,-20.54,-6.1,30.36,,,,,
2022/7/4 10:28,73000,-20.54,-6.15,30.34,,,,,
2022/7/4 10:28,73000,-20.52,-6.15,30.34,,,,,
2022/7/4 10:28,73000,-20.52,-6.15,30.32,,,,,
2022/7/4 10:28,73000,-20.5,-6.15,30.32,,,,,
2022/7/4 10:28,73000,-20.5,-6.15,30.32,,,,,
2022/7/4 10:28,73000,-20.5,-6.15,30.32,,,,,
2022/7/4 10:28,73000,-20.5,-6.1,30.32,,,,,
2022/7/4 10:29,73000,-20.52,-6.1,30.32,,,,,
2022/7/4 10:29,73000,-20.52,-6.1,30.32,,,,,
2022/7/4 10:29,73000,-20.54,-6.05,30.34,,,,,
2022/7/4 10:29,73000,-20.54,-6,30.36,,,,,
2022/7/4 10:29,73000,-20.56,-6,30.36,,,,,
2022/7/4 10:29,73000,-20.56,-5.95,30.38,,,,,
2022/7/4 10:29,73000,-20.58,-5.95,30.38,,,,,
2022/7/4 10:29,73000,-20.58,-5.95,30.4,,,,,
2022/7/4 10:29,73000,-20.6,-5.9,30.4,,,,,
2022/7/4 10:29,73000,-20.64,-5.9,30.44,,,,,
2022/7/4 10:29,73000,-20.66,-5.85,30.44,,,,,
2022/7/4 10:29,73000,-20.66,-5.85,30.44,,,,,
2022/7/4 10:29,73000,-20.56,-5.95,30.34,,,,,
2022/7/4 10:29,73000,-20.56,-5.9,30.34,,,,,
2022/7/4 10:29,73000,-20.56,-5.9,30.34,,,,,
2022/7/4 10:29,73000,-20.56,-5.9,30.34,,,,,
2022/7/4 10:29,73000,-20.64,-5.8,30.4,,,,,
2022/7/4 10:29,73000,-20.64,-5.8,30.38,,,,,
2022/7/4 10:29,73000,-20.64,-5.8,30.38,,,,,
2022/7/4 10:29,73000,-20.64,-5.75,30.36,,,,,
2022/7/4 10:29,73000,-20.62,-5.8,30.36,,,,,
2022/7/4 10:29,73000,-20.62,-5.75,30.34,,,,,
2022/7/4 10:29,73000,-20.62,-5.75,30.34,,,,,
2022/7/4 10:29,73000,-20.62,-5.75,30.34,,,,,
2022/7/4 10:29,73000,-20.62,-5.75,30.32,,,,,
2022/7/4 10:29,73000,-20.62,-5.75,30.32,,,,,
2022/7/4 10:29,73000,-20.62,-5.75,30.32,,,,,
2022/7/4 10:29,73000,-20.6,-5.75,30.3,,,,,
2022/7/4 10:29,73000,-20.6,-5.75,30.3,,,,,
2022/7/4 10:29,73000,-20.58,-5.75,30.3,,,,,
2022/7/4 10:29,73000,-20.58,-5.75,30.28,,,,,
2022/7/4 10:29,73000,-20.58,-5.75,30.28,,,,,
2022/7/4 10:29,73000,-20.56,-5.75,30.26,,,,,
2022/7/4 10:29,73000,-20.54,-5.75,30.26,,,,,
2022/7/4 10:29,73000,-20.54,-5.75,30.24,,,,,
2022/7/4 10:29,73000,-20.52,-5.75,30.24,,,,,
2022/7/4 10:29,73000,-20.52,-5.8,30.22,,,,,
2022/7/4 10:29,73000,-20.52,-5.8,30.22,,,,,
2022/7/4 10:29,73000,-20.5,-5.8,30.22,,,,,
2022/7/4 10:29,73000,-20.5,-5.8,30.2,,,,,
2022/7/4 10:29,73000,-20.5,-5.8,30.2,,,,,
2022/7/4 10:29,73000,-20.5,-5.8,30.2,,,,,
2022/7/4 10:29,73000,-20.48,-5.8,30.18,,,,,
2022/7/4 10:29,73000,-20.5,-5.8,30.18,,,,,
2022/7/4 10:29,73000,-20.48,-5.75,30.18,,,,,
2022/7/4 10:29,73000,-20.48,-5.75,30.18,,,,,
2022/7/4 10:29,73000,-20.48,-5.75,30.18,,,,,
2022/7/4 10:29,73000,-20.48,-5.8,30.18,,,,,
2022/7/4 10:29,73000,-20.48,-5.8,30.18,,,,,
2022/7/4 10:29,73000,-20.5,-5.75,30.18,,,,,
2022/7/4 10:29,73000,-20.5,-5.75,30.18,,,,,
2022/7/4 10:29,73000,-20.5,-5.75,30.18,,,,,
2022/7/4 10:29,73000,-20.5,-5.7,30.18,,,,,
2022/7/4 10:29,73000,-20.52,-5.7,30.2,,,,,
2022/7/4 10:29,73000,-20.52,-5.7,30.2,,,,,
2022/7/4 10:29,73000,-20.52,-5.65,30.2,,,,,
2022/7/4 10:29,73000,-20.54,-5.65,30.22,,,,,
2022/7/4 10:29,73000,-20.54,-5.65,30.22,,,,,
2022/7/4 10:29,73000,-20.54,-5.6,30.24,,,,,
2022/7/4 10:29,73000,-20.54,-5.6,30.24,,,,,
2022/7/4 10:30,73000,-20.54,-5.6,30.24,,,,,
2022/7/4 10:30,73000,-20.54,-5.6,30.24,,,,,
2022/7/4 10:30,73000,-20.56,-5.55,30.24,,,,,
2022/7/4 10:30,73000,-20.56,-5.55,30.24,,,,,
2022/7/4 10:30,73000,-20.56,-5.55,30.22,,,,,
2022/7/4 10:30,73000,-20.56,-5.55,30.24,,,,,
2022/7/4 10:30,73000,-20.56,-5.55,30.22,,,,,
2022/7/4 10:30,73000,-20.56,-5.5,30.22,,,,,
2022/7/4 10:30,73000,-20.56,-5.55,30.22,,,,,
2022/7/4 10:30,73000,-20.56,-5.55,30.22,,,,,
2022/7/4 10:30,73000,-20.56,-5.45,30.2,,,,,
2022/7/4 10:30,73000,-20.56,-5.45,30.2,,,,,
2022/7/4 10:30,73000,-20.54,-5.45,30.2,,,,,
2022/7/4 10:30,73000,-20.54,-5.45,30.2,,,,,
2022/7/4 10:30,73000,-20.54,-5.5,30.2,,,,,
2022/7/4 10:30,73000,-20.54,-5.5,30.2,,,,,
2022/7/4 10:30,73000,-20.54,-5.45,30.18,,,,,
2022/7/4 10:30,73000,-20.54,-5.45,30.18,,,,,
2022/7/4 10:30,73000,-20.54,-5.4,30.18,,,,,
2022/7/4 10:30,73000,-20.54,-5.4,30.18,,,,,
2022/7/4 10:30,73000,-20.52,-5.45,30.16,,,,,
2022/7/4 10:30,73000,-20.52,-5.45,30.16,,,,,
2022/7/4 10:30,73000,-20.52,-5.45,30.14,,,,,
2022/7/4 10:30,73000,-20.52,-5.45,30.14,,,,,
2022/7/4 10:30,73000,-20.5,-5.45,30.12,,,,,
2022/7/4 10:30,73000,-20.5,-5.45,30.1,,,,,
2022/7/4 10:30,73000,-20.48,-5.45,30.1,,,,,
2022/7/4 10:30,73000,-20.48,-5.45,30.08,,,,,
2022/7/4 10:30,73000,-20.48,-5.45,30.08,,,,,
2022/7/4 10:30,73000,-20.48,-5.45,30.06,,,,,
2022/7/4 10:30,73000,-20.46,-5.45,30.06,,,,,
2022/7/4 10:30,73000,-20.46,-5.45,30.06,,,,,
2022/7/4 10:30,73000,-20.46,-5.45,30.06,,,,,
2022/7/4 10:30,73000,-20.46,-5.45,30.06,,,,,
2022/7/4 10:30,73000,-20.46,-5.45,30.06,,,,,
2022/7/4 10:30,73000,-20.46,-5.4,30.04,,,,,
2022/7/4 10:30,73000,-20.46,-5.45,30.04,,,,,
2022/7/4 10:30,73000,-20.46,-5.4,30.04,,,,,
2022/7/4 10:30,73000,-20.46,-5.4,30.04,,,,,
2022/7/4 10:30,73000,-20.46,-5.4,30.02,,,,,
2022/7/4 10:30,73000,-20.46,-5.35,30.02,,,,,
2022/7/4 10:30,73000,-20.46,-5.35,30.02,,,,,
2022/7/4 10:30,73000,-20.46,-5.35,30,,,,,
2022/7/4 10:30,73000,-20.46,-5.35,30,,,,,
2022/7/4 10:30,73000,-20.48,-5.3,30,,,,,
2022/7/4 10:30,73000,-20.48,-5.3,29.98,,,,,
2022/7/4 10:30,73000,-20.48,-5.3,30,,,,,
2022/7/4 10:30,73000,-20.48,-5.3,30,,,,,
2022/7/4 10:30,73000,-20.48,-5.25,30,,,,,
2022/7/4 10:30,73000,-20.48,-5.25,30,,,,,
2022/7/4 10:30,73000,-20.48,-5.25,30,,,,,
2022/7/4 10:30,73000,-20.5,-5.25,30,,,,,
2022/7/4 10:30,73000,-20.5,-5.2,30,,,,,
2022/7/4 10:30,73000,-20.5,-5.2,30,,,,,
2022/7/4 10:30,73000,-20.5,-5.2,30.02,,,,,
2022/7/4 10:30,73000,-20.52,-5.2,30.02,,,,,
2022/7/4 10:30,73000,-20.52,-5.15,30.02,,,,,
2022/7/4 10:30,73000,-20.52,-5.15,30.02,,,,,
2022/7/4 10:30,73000,-20.52,-5.15,30.02,,,,,
2022/7/4 10:30,73000,-20.52,-5.15,30.02,,,,,
2022/7/4 10:31,73000,-20.52,-5.15,30.02,,,,,
2022/7/4 10:31,73000,-20.52,-5.15,30.02,,,,,
2022/7/4 10:31,73000,-20.52,-5.1,30.02,,,,,
2022/7/4 10:31,73000,-20.52,-5.1,30,,,,,
2022/7/4 10:31,73000,-20.52,-5.1,30,,,,,
2022/7/4 10:31,73000,-20.52,-5.1,30,,,,,
2022/7/4 10:31,73000,-20.52,-5.1,29.98,,,,,
2022/7/4 10:31,73000,-20.52,-5.1,29.98,,,,,
2022/7/4 10:31,73000,-20.52,-5.1,29.98,,,,,
2022/7/4 10:31,73000,-20.52,-5.1,29.98,,,,,
2022/7/4 10:31,73000,-20.52,-5.1,29.98,,,,,
2022/7/4 10:31,73000,-20.52,-5.05,29.98,,,,,
2022/7/4 10:31,73000,-20.52,-5.05,29.98,,,,,
2022/7/4 10:31,73000,-20.52,-5.05,29.98,,,,,
2022/7/4 10:31,73000,-20.52,-5.05,29.98,,,,,
2022/7/4 10:31,73000,-20.52,-5.05,29.98,,,,,
2022/7/4 10:31,73000,-20.54,-5,29.98,,,,,
2022/7/4 10:31,73000,-20.54,-5,29.98,,,,,
2022/7/4 10:31,73000,-20.54,-5,30,,,,,
2022/7/4 10:31,73000,-20.56,-5,30,,,,,
2022/7/4 10:31,73000,-20.56,-5,30,,,,,
2022/7/4 10:31,73000,-20.56,-5,30.02,,,,,
2022/7/4 10:31,73000,-20.56,-5,30.02,,,,,
2022/7/4 10:31,73000,-20.56,-5,30.02,,,,,
2022/7/4 10:31,73000,-20.56,-5,30.02,,,,,
2022/7/4 10:31,73000,-20.56,-5,30.02,,,,,
2022/7/4 10:31,73000,-20.56,-5,30.02,,,,,
2022/7/4 10:31,73000,-20.54,-5,30,,,,,
2022/7/4 10:31,73000,-20.54,-5.05,30,,,,,
2022/7/4 10:31,73000,-20.52,-5.05,29.98,,,,,
2022/7/4 10:31,73000,-20.5,-5.05,29.96,,,,,
2022/7/4 10:31,73000,-20.5,-5.05,29.96,,,,,
2022/7/4 10:31,73000,-20.48,-5.05,29.94,,,,,
2022/7/4 10:31,73000,-20.48,-5.05,29.92,,,,,
2022/7/4 10:31,73000,-20.46,-5.05,29.92,,,,,
2022/7/4 10:31,73000,-20.44,-5.1,29.9,,,,,
2022/7/4 10:31,73000,-20.44,-5.1,29.88,,,,,
2022/7/4 10:31,73000,-20.42,-5.1,29.88,,,,,
2022/7/4 10:31,73000,-20.42,-5.05,29.86,,,,,
2022/7/4 10:31,73000,-20.42,-5.05,29.84,,,,,
2022/7/4 10:31,73000,-20.42,-5.1,29.84,,,,,
2022/7/4 10:31,73000,-20.42,-5.05,29.84,,,,,
2022/7/4 10:31,73000,-20.42,-5,29.84,,,,,
2022/7/4 10:31,73000,-20.42,-4.95,29.84,,,,,
2022/7/4 10:31,73000,-20.42,-5.05,29.84,,,,,
2022/7/4 10:31,73000,-20.44,-5,29.84,,,,,
2022/7/4 10:31,73000,-20.46,-4.9,29.84,,,,,
2022/7/4 10:31,73000,-20.46,-4.85,29.86,,,,,
2022/7/4 10:31,73000,-20.48,-4.85,29.86,,,,,
2022/7/4 10:31,73000,-20.5,-4.8,29.88,,,,,
2022/7/4 10:31,73000,-20.52,-4.8,29.9,,,,,
2022/7/4 10:31,73000,-20.54,-4.75,29.9,,,,,
2022/7/4 10:31,73000,-20.54,-4.8,29.92,,,,,
2022/7/4 10:31,73000,-20.54,-4.75,29.92,,,,,
2022/7/4 10:31,73000,-20.54,-4.8,29.94,,,,,
2022/7/4 10:31,73000,-20.52,-4.8,29.94,,,,,
2022/7/4 10:31,73000,-20.52,-4.8,29.92,,,,,
2022/7/4 10:31,73000,-20.5,-4.8,29.92,,,,,
2022/7/4 10:31,73000,-20.48,-4.85,29.9,,,,,
2022/7/4 10:31,73000,-20.46,-4.85,29.88,,,,,
2022/7/4 10:32,73000,-20.44,-4.9,29.84,,,,,
2022/7/4 10:32,73000,-20.42,-4.9,29.82,,,,,
2022/7/4 10:32,73000,-20.4,-4.95,29.8,,,,,
2022/7/4 10:32,73000,-20.4,-4.9,29.8,,,,,
2022/7/4 10:32,73000,-20.4,-4.9,29.78,,,,,
2022/7/4 10:32,73000,-20.4,-4.9,29.78,,,,,
2022/7/4 10:32,73000,-20.4,-4.85,29.78,,,,,
2022/7/4 10:32,73000,-20.42,-4.8,29.78,,,,,
2022/7/4 10:32,73000,-20.44,-4.8,29.78,,,,,
2022/7/4 10:32,73000,-20.46,-4.75,29.8,,,,,
2022/7/4 10:32,73000,-20.46,-4.75,29.8,,,,,
2022/7/4 10:32,73000,-20.48,-4.7,29.82,,,,,
2022/7/4 10:32,73000,-20.5,-4.7,29.84,,,,,
2022/7/4 10:32,73000,-20.52,-4.7,29.86,,,,,
2022/7/4 10:32,73000,-20.52,-4.65,29.86,,,,,
2022/7/4 10:32,73000,-20.52,-4.65,29.88,,,,,
2022/7/4 10:32,73000,-20.52,-4.65,29.88,,,,,
2022/7/4 10:32,73000,-20.52,-4.65,29.88,,,,,
2022/7/4 10:32,73000,-20.52,-4.7,29.86,,,,,
2022/7/4 10:32,73000,-20.52,-4.65,29.86,,,,,
2022/7/4 10:32,73000,-20.52,-4.7,29.86,,,,,
2022/7/4 10:32,73000,-20.5,-4.7,29.86,,,,,
2022/7/4 10:32,73000,-20.5,-4.7,29.86,,,,,
2022/7/4 10:32,73000,-20.48,-4.7,29.86,,,,,
2022/7/4 10:32,73000,-20.48,-4.7,29.84,,,,,
2022/7/4 10:32,73000,-20.46,-4.7,29.84,,,,,
2022/7/4 10:32,73000,-20.46,-4.7,29.82,,,,,
2022/7/4 10:32,73000,-20.44,-4.7,29.82,,,,,
2022/7/4 10:32,73000,-20.44,-4.7,29.8,,,,,
2022/7/4 10:32,73000,-20.42,-4.75,29.78,,,,,
2022/7/4 10:32,73000,-20.42,-4.75,29.76,,,,,
2022/7/4 10:32,73000,-20.38,-4.75,29.74,,,,,
2022/7/4 10:32,73000,-20.38,-4.8,29.74,,,,,
2022/7/4 10:32,73000,-20.38,-4.8,29.72,,,,,
2022/7/4 10:32,73000,-20.38,-4.75,29.72,,,,,
2022/7/4 10:32,73000,-20.38,-4.75,29.72,,,,,
2022/7/4 10:32,73000,-20.36,-4.75,29.72,,,,,
2022/7/4 10:32,73000,-20.36,-4.75,29.7,,,,,
2022/7/4 10:32,73000,-20.36,-4.75,29.7,,,,,
2022/7/4 10:32,73000,-20.36,-4.75,29.7,,,,,
2022/7/4 10:32,73000,-20.36,-4.75,29.68,,,,,
2022/7/4 10:32,73000,-20.36,-4.75,29.68,,,,,
2022/7/4 10:32,73000,-20.36,-4.75,29.68,,,,,
2022/7/4 10:32,73000,-20.36,-4.7,29.68,,,,,
2022/7/4 10:32,73000,-20.36,-4.7,29.68,,,,,
2022/7/4 10:32,73000,-20.36,-4.7,29.68,,,,,
2022/7/4 10:32,73000,-20.36,-4.7,29.68,,,,,
2022/7/4 10:32,73000,-20.36,-4.7,29.66,,,,,
2022/7/4 10:32,73000,-20.36,-4.65,29.66,,,,,
2022/7/4 10:32,73000,-20.36,-4.7,29.66,,,,,
2022/7/4 10:32,73000,-20.36,-4.65,29.66,,,,,
2022/7/4 10:32,73000,-20.36,-4.7,29.66,,,,,
2022/7/4 10:32,73000,-20.36,-4.65,29.66,,,,,
2022/7/4 10:32,73000,-20.36,-4.65,29.66,,,,,
2022/7/4 10:32,73000,-20.36,-4.65,29.66,,,,,
2022/7/4 10:32,73000,-20.34,-4.65,29.66,,,,,
2022/7/4 10:32,73000,-20.34,-4.65,29.66,,,,,
2022/7/4 10:32,73000,-20.34,-4.65,29.66,,,,,
2022/7/4 10:32,73000,-20.34,-4.65,29.66,,,,,
2022/7/4 10:32,73000,-20.36,-4.65,29.66,,,,,
2022/7/4 10:33,73000,-20.36,-4.65,29.68,,,,,
2022/7/4 10:33,73000,-20.36,-4.65,29.68,,,,,
2022/7/4 10:33,73000,-20.36,-4.6,29.68,,,,,
2022/7/4 10:33,73000,-20.36,-4.6,29.7,,,,,
2022/7/4 10:33,73000,-20.36,-4.6,29.7,,,,,
2022/7/4 10:33,73000,-20.38,-4.6,29.72,,,,,
2022/7/4 10:33,73000,-20.38,-4.55,29.72,,,,,
2022/7/4 10:33,73000,-20.38,-4.55,29.72,,,,,
2022/7/4 10:33,73000,-20.4,-4.55,29.74,,,,,
2022/7/4 10:33,73000,-20.4,-4.5,29.72,,,,,
2022/7/4 10:33,73000,-20.4,-4.45,29.72,,,,,
2022/7/4 10:33,73000,-20.4,-4.45,29.74,,,,,
2022/7/4 10:33,73000,-20.4,-4.5,29.74,,,,,
2022/7/4 10:33,73000,-20.4,-4.5,29.74,,,,,
2022/7/4 10:33,73000,-20.42,-4.5,29.76,,,,,
2022/7/4 10:33,73000,-20.42,-4.5,29.76,,,,,
2022/7/4 10:33,73000,-20.42,-4.4,29.76,,,,,
2022/7/4 10:33,73000,-20.42,-4.4,29.76,,,,,
2022/7/4 10:33,73000,-20.42,-4.45,29.76,,,,,
2022/7/4 10:33,73000,-20.42,-4.45,29.74,,,,,
2022/7/4 10:33,73000,-20.42,-4.45,29.74,,,,,
2022/7/4 10:33,73000,-20.4,-4.45,29.74,,,,,
2022/7/4 10:33,73000,-20.4,-4.35,29.74,,,,,
2022/7/4 10:33,73000,-20.4,-4.4,29.72,,,,,
2022/7/4 10:33,73000,-20.38,-4.4,29.72,,,,,
2022/7/4 10:33,73000,-20.38,-4.4,29.72,,,,,
2022/7/4 10:33,73000,-20.36,-4.45,29.72,,,,,
2022/7/4 10:33,73000,-20.36,-4.4,29.7,,,,,
2022/7/4 10:33,73000,-20.36,-4.45,29.7,,,,,
2022/7/4 10:33,73000,-20.34,-4.45,29.7,,,,,
2022/7/4 10:33,73000,-20.34,-4.45,29.7,,,,,
2022/7/4 10:33,73000,-20.34,-4.45,29.7,,,,,
2022/7/4 10:33,73000,-20.34,-4.45,29.68,,,,,
2022/7/4 10:33,73000,-20.32,-4.45,29.68,,,,,
2022/7/4 10:33,73000,-20.32,-4.45,29.68,,,,,
2022/7/4 10:33,73000,-20.32,-4.45,29.68,,,,,
2022/7/4 10:33,73000,-20.32,-4.45,29.68,,,,,
2022/7/4 10:33,73000,-20.32,-4.45,29.68,,,,,
2022/7/4 10:33,73000,-20.32,-4.4,29.68,,,,,
2022/7/4 10:33,73000,-20.3,-4.4,29.68,,,,,
2022/7/4 10:33,73000,-20.32,-4.4,29.66,,,,,
2022/7/4 10:33,73000,-20.32,-4.4,29.66,,,,,
2022/7/4 10:33,73000,-20.32,-4.35,29.66,,,,,
2022/7/4 10:33,73000,-20.32,-4.35,29.68,,,,,
2022/7/4 10:33,73000,-20.34,-4.3,29.68,,,,,
2022/7/4 10:33,73000,-20.34,-4.3,29.68,,,,,
2022/7/4 10:33,73000,-20.36,-4.25,29.7,,,,,
2022/7/4 10:33,73000,-20.38,-4.2,29.72,,,,,
2022/7/4 10:33,73000,-20.4,-4.2,29.74,,,,,
2022/7/4 10:33,73000,-20.42,-4.15,29.76,,,,,
2022/7/4 10:33,73000,-20.44,-4.15,29.76,,,,,
2022/7/4 10:33,73000,-20.44,-4.15,29.78,,,,,
2022/7/4 10:33,73000,-20.44,-4.15,29.78,,,,,
2022/7/4 10:33,73000,-20.44,-4.2,29.8,,,,,
2022/7/4 10:33,73000,-20.44,-4.2,29.8,,,,,
2022/7/4 10:33,73000,-20.42,-4.2,29.78,,,,,
2022/7/4 10:33,73000,-20.42,-4.2,29.78,,,,,
2022/7/4 10:33,73000,-20.4,-4.2,29.76,,,,,
2022/7/4 10:33,73000,-20.38,-4.2,29.76,,,,,
2022/7/4 10:33,73000,-20.38,-4.25,29.76,,,,,
2022/7/4 10:34,73000,-20.36,-4.25,29.74,,,,,
2022/7/4 10:34,73000,-20.36,-4.25,29.74,,,,,
2022/7/4 10:34,73000,-20.36,-4.25,29.74,,,,,
2022/7/4 10:34,73000,-20.34,-4.25,29.72,,,,,
2022/7/4 10:34,73000,-20.34,-4.25,29.72,,,,,
2022/7/4 10:34,73000,-20.32,-4.25,29.72,,,,,
2022/7/4 10:34,73000,-20.32,-4.25,29.7,,,,,
2022/7/4 10:34,73000,-20.32,-4.25,29.72,,,,,
2022/7/4 10:34,73000,-20.32,-4.25,29.72,,,,,
2022/7/4 10:34,73000,-20.32,-4.25,29.72,,,,,
2022/7/4 10:34,73000,-20.32,-4.25,29.7,,,,,
2022/7/4 10:34,73000,-20.3,-4.25,29.7,,,,,
2022/7/4 10:34,73000,-20.3,-4.25,29.7,,,,,
2022/7/4 10:34,73000,-20.3,-4.25,29.7,,,,,
2022/7/4 10:34,73000,-20.3,-4.25,29.7,,,,,
2022/7/4 10:34,73000,-20.28,-4.25,29.68,,,,,
2022/7/4 10:34,73000,-20.28,-4.25,29.68,,,,,
2022/7/4 10:34,73000,-20.28,-4.25,29.7,,,,,
2022/7/4 10:34,73000,-20.28,-4.25,29.7,,,,,
2022/7/4 10:34,73000,-20.28,-4.25,29.7,,,,,
2022/7/4 10:34,73000,-20.3,-4.2,29.68,,,,,
2022/7/4 10:34,73000,-20.3,-4.2,29.7,,,,,
2022/7/4 10:34,73000,-20.3,-4.2,29.7,,,,,
2022/7/4 10:34,73000,-20.3,-4.2,29.7,,,,,
2022/7/4 10:34,73000,-20.3,-4.2,29.7,,,,,
2022/7/4 10:34,73000,-20.3,-4.2,29.7,,,,,
2022/7/4 10:34,73000,-20.3,-4.15,29.7,,,,,
2022/7/4 10:34,73000,-20.3,-4.2,29.7,,,,,
2022/7/4 10:34,73000,-20.3,-4.15,29.72,,,,,
2022/7/4 10:34,73000,-20.32,-4.15,29.72,,,,,
2022/7/4 10:34,73000,-20.32,-4.15,29.72,,,,,
2022/7/4 10:34,73000,-20.32,-4.1,29.74,,,,,
2022/7/4 10:34,73000,-20.32,-4.1,29.74,,,,,
2022/7/4 10:34,73000,-20.32,-4.1,29.74,,,,,
2022/7/4 10:34,73000,-20.34,-4.1,29.74,,,,,
2022/7/4 10:34,73000,-20.34,-4.1,29.76,,,,,
2022/7/4 10:34,73000,-20.34,-4.05,29.76,,,,,
2022/7/4 10:34,73000,-20.36,-4.05,29.76,,,,,
2022/7/4 10:34,73000,-20.36,-4.05,29.76,,,,,
2022/7/4 10:34,73000,-20.36,-4.05,29.76,,,,,
2022/7/4 10:34,73000,-20.36,-4.05,29.76,,,,,
2022/7/4 10:34,73000,-20.36,-4,29.78,,,,,
2022/7/4 10:34,73000,-20.36,-4,29.78,,,,,
2022/7/4 10:34,73000,-20.36,-4,29.78,,,,,
2022/7/4 10:34,73000,-20.36,-4,29.78,,,,,
2022/7/4 10:34,73000,-20.36,-4,29.78,,,,,
2022/7/4 10:34,73000,-20.38,-4,29.78,,,,,
2022/7/4 10:34,73000,-20.38,-4,29.78,,,,,
2022/7/4 10:34,73000,-20.38,-4,29.78,,,,,
2022/7/4 10:34,73000,-20.38,-3.95,29.8,,,,,
2022/7/4 10:34,73000,-20.38,-3.95,29.8,,,,,
2022/7/4 10:34,73000,-20.38,-3.95,29.8,,,,,
2022/7/4 10:34,73000,-20.38,-3.95,29.8,,,,,
2022/7/4 10:34,73000,-20.38,-3.95,29.8,,,,,
2022/7/4 10:34,73000,-20.38,-3.95,29.8,,,,,
2022/7/4 10:34,73000,-20.38,-3.95,29.8,,,,,
2022/7/4 10:34,73000,-20.38,-3.9,29.8,,,,,
2022/7/4 10:34,73000,-20.38,-3.9,29.8,,,,,
2022/7/4 10:34,73000,-20.38,-3.95,29.8,,,,,
2022/7/4 10:34,73000,-20.38,-3.9,29.8,,,,,
2022/7/4 10:35,73000,-20.36,-3.9,29.78,,,,,
2022/7/4 10:35,73000,-20.36,-3.9,29.78,,,,,
2022/7/4 10:35,73000,-20.36,-3.9,29.78,,,,,
2022/7/4 10:35,73000,-20.36,-3.9,29.76,,,,,
2022/7/4 10:35,73000,-20.36,-3.9,29.76,,,,,
2022/7/4 10:35,73000,-20.34,-3.9,29.76,,,,,
2022/7/4 10:35,73000,-20.34,-3.9,29.74,,,,,
2022/7/4 10:35,73000,-20.34,-3.9,29.74,,,,,
2022/7/4 10:35,73000,-20.34,-3.9,29.74,,,,,
2022/7/4 10:35,73000,-20.32,-3.9,29.74,,,,,
2022/7/4 10:35,73000,-20.32,-3.9,29.72,,,,,
2022/7/4 10:35,73000,-20.3,-3.9,29.72,,,,,
2022/7/4 10:35,73000,-20.28,-3.85,29.72,,,,,
2022/7/4 10:35,73000,-20.28,-3.85,29.7,,,,,
2022/7/4 10:35,73000,-20.26,-3.85,29.68,,,,,
2022/7/4 10:35,73000,-20.24,-3.9,29.68,,,,,
2022/7/4 10:35,73000,-20.24,-3.9,29.66,,,,,
2022/7/4 10:35,73000,-20.22,-3.9,29.64,,,,,
2022/7/4 10:35,73000,-20.22,-3.9,29.64,,,,,
2022/7/4 10:35,73000,-20.2,-3.95,29.64,,,,,
2022/7/4 10:35,73000,-20.2,-3.95,29.64,,,,,
2022/7/4 10:35,73000,-20.2,-3.95,29.66,,,,,
2022/7/4 10:35,73000,-20.2,-3.95,29.66,,,,,
2022/7/4 10:35,73000,-20.2,-3.95,29.66,,,,,
2022/7/4 10:35,73000,-20.22,-3.95,29.68,,,,,
2022/7/4 10:35,73000,-20.22,-3.9,29.7,,,,,
2022/7/4 10:35,73000,-20.24,-3.9,29.72,,,,,
2022/7/4 10:35,73000,-20.24,-3.9,29.72,,,,,
2022/7/4 10:35,73000,-20.26,-3.85,29.74,,,,,
2022/7/4 10:35,73000,-20.28,-3.85,29.74,,,,,
2022/7/4 10:35,73000,-20.28,-3.8,29.76,,,,,
2022/7/4 10:35,73000,-20.3,-3.8,29.78,,,,,
2022/7/4 10:35,73000,-20.3,-3.8,29.78,,,,,
2022/7/4 10:35,73000,-20.32,-3.75,29.78,,,,,
2022/7/4 10:35,73000,-20.32,-3.75,29.8,,,,,
2022/7/4 10:35,73000,-20.32,-3.75,29.8,,,,,
